state,state population,ethnicity,gender,age group,group population
NC,9535483,Other,Female,30-34,20277
ND,672591,Other,Female,30-34,122
OH,11536504,Other,Female,30-34,5312
OK,3751351,Other,Female,30-34,6310
OR,3831074,Other,Female,30-34,8817
PA,12702379,Other,Female,30-34,12326
RI,1052567,Other,Female,30-34,2654
SC,4625364,Other,Female,30-34,4916
SD,814180,Other,Female,30-34,309
TN,6346105,Other,Female,30-34,6435
TX,25145561,Other,Female,30-34,105608
UT,2763885,Other,Female,30-34,7166
VT,625741,Other,Female,30-34,70
VA,8001024,Other,Female,30-34,12612
WA,6724540,Other,Female,30-34,14782
WV,1852994,Other,Female,30-34,201
WI,5686986,Other,Female,30-34,5913
WY,563626,Other,Female,30-34,620
PR,3725789,Other,Female,30-34,11443
AL,4779736,Other,Female,35-39,3211
AK,710231,Other,Female,35-39,445
AZ,6392017,Other,Female,35-39,29060
AR,2915918,Other,Female,35-39,3726
CA,37253956,Other,Female,35-39,243561
CO,5029196,Other,Female,35-39,14192
CT,3574097,Other,Female,35-39,8191
DE,897934,Other,Female,35-39,1228
DC,601723,Other,Female,35-39,940
FL,18801310,Other,Female,35-39,27476
GA,9687653,Other,Female,35-39,15043
HI,1360301,Other,Female,35-39,620
ID,1567582,Other,Female,35-39,2847
IL,12830632,Other,Female,35-39,34934
IN,6483802,Other,Female,35-39,6540
IA,3046355,Other,Female,35-39,2024
KS,2853118,Other,Female,35-39,4075
KY,4339367,Other,Female,35-39,1868
LA,4533372,Other,Female,35-39,2202
ME,1328361,Other,Female,35-39,141
MD,5773552,Other,Female,35-39,8420
MA,6547629,Other,Female,35-39,12412
MI,9883640,Other,Female,35-39,5722
MN,5303925,Other,Female,35-39,4130
MS,2967297,Other,Female,35-39,1159
MO,5988927,Other,Female,35-39,3010
MT,989415,Other,Female,35-39,189
NE,1826341,Other,Female,35-39,2869
NV,2700551,Other,Female,35-39,13443
NH,1316470,Other,Female,35-39,480
NJ,8791894,Other,Female,35-39,23622
NM,2059179,Other,Female,35-39,10397
NY,19378102,Other,Female,35-39,57336
NC,9535483,Other,Female,35-39,16321
ND,672591,Other,Female,35-39,96
OH,11536504,Other,Female,35-39,4628
OK,3751351,Other,Female,35-39,5370
OR,3831074,Other,Female,35-39,8041
PA,12702379,Other,Female,35-39,11199
RI,1052567,Other,Female,35-39,2453
SC,4625364,Other,Female,35-39,3990
SD,814180,Other,Female,35-39,229
TN,6346105,Other,Female,35-39,5018
TX,25145561,Other,Female,35-39,100110
UT,2763885,Other,Female,35-39,6618
VT,625741,Other,Female,35-39,60
VA,8001024,Other,Female,35-39,10574
WA,6724540,Other,Female,35-39,13262
WV,1852994,Other,Female,35-39,224
WI,5686986,Other,Female,35-39,5272
WY,563626,Other,Female,35-39,601
PR,3725789,Other,Female,35-39,10472
AL,4779736,Other,Female,40-44,2039
AK,710231,Other,Female,40-44,398
AZ,6392017,Other,Female,40-44,25058
AR,2915918,Other,Female,40-44,2838
CA,37253956,Other,Female,40-44,219232
CO,5029196,Other,Female,40-44,11960
CT,3574097,Other,Female,40-44,7696
DE,897934,Other,Female,40-44,955
DC,601723,Other,Female,40-44,762
FL,18801310,Other,Female,40-44,24823
GA,9687653,Other,Female,40-44,11183
HI,1360301,Other,Female,40-44,490
ID,1567582,Other,Female,40-44,2368
IL,12830632,Other,Female,40-44,28603
IN,6483802,Other,Female,40-44,4838
IA,3046355,Other,Female,40-44,1631
KS,2853118,Other,Female,40-44,3364
KY,4339367,Other,Female,40-44,1275
LA,4533372,Other,Female,40-44,1756
ME,1328361,Other,Female,40-44,123
MD,5773552,Other,Female,40-44,6887
MA,6547629,Other,Female,40-44,11689
MI,9883640,Other,Female,40-44,4689
MN,5303925,Other,Female,40-44,3092
MS,2967297,Other,Female,40-44,897
MO,5988927,Other,Female,40-44,2315
MT,989415,Other,Female,40-44,182
NE,1826341,Other,Female,40-44,2400
NV,2700551,Other,Female,40-44,11195
NH,1316470,Other,Female,40-44,456
NJ,8791894,Other,Female,40-44,21634
NM,2059179,Other,Female,40-44,10177
NY,19378102,Other,Female,40-44,54858
NC,9535483,Other,Female,40-44,11259
ND,672591,Other,Female,40-44,71
OH,11536504,Other,Female,40-44,3690
OK,3751351,Other,Female,40-44,4353
OR,3831074,Other,Female,40-44,6236
PA,12702379,Other,Female,40-44,10297
RI,1052567,Other,Female,40-44,2488
SC,4625364,Other,Female,40-44,2804
SD,814180,Other,Female,40-44,211
TN,6346105,Other,Female,40-44,3518
TX,25145561,Other,Female,40-44,86343
UT,2763885,Other,Female,40-44,5227
VT,625741,Other,Female,40-44,49
VA,8001024,Other,Female,40-44,8679
WA,6724540,Other,Female,40-44,10482
WV,1852994,Other,Female,40-44,154
WI,5686986,Other,Female,40-44,4000
WY,563626,Other,Female,40-44,458
PR,3725789,Other,Female,40-44,10687
AL,4779736,Other,Female,45-49,1411
AK,710231,Other,Female,45-49,376
AZ,6392017,Other,Female,45-49,21764
AR,2915918,Other,Female,45-49,2182
CA,37253956,Other,Female,45-49,188417
CO,5029196,Other,Female,45-49,10180
CT,3574097,Other,Female,45-49,6402
DE,897934,Other,Female,45-49,701
DC,601723,Other,Female,45-49,671
FL,18801310,Other,Female,45-49,22053
GA,9687653,Other,Female,45-49,7874
HI,1360301,Other,Female,45-49,446
ID,1567582,Other,Female,45-49,1931
IL,12830632,Other,Female,45-49,22648
IN,6483802,Other,Female,45-49,3694
IA,3046355,Other,Female,45-49,1229
KS,2853118,Other,Female,45-49,2674
KY,4339367,Other,Female,45-49,889
LA,4533372,Other,Female,45-49,1546
ME,1328361,Other,Female,45-49,111
MD,5773552,Other,Female,45-49,5366
MA,6547629,Other,Female,45-49,10308
MI,9883640,Other,Female,45-49,3758
MN,5303925,Other,Female,45-49,2178
MS,2967297,Other,Female,45-49,596
MO,5988927,Other,Female,45-49,1811
MT,989415,Other,Female,45-49,214
NE,1826341,Other,Female,45-49,1720
NV,2700551,Other,Female,45-49,8846
NH,1316470,Other,Female,45-49,398
NJ,8791894,Other,Female,45-49,18714
NM,2059179,Other,Female,45-49,10807
NY,19378102,Other,Female,45-49,49473
NC,9535483,Other,Female,45-49,7761
ND,672591,Other,Female,45-49,70
OH,11536504,Other,Female,45-49,3062
OK,3751351,Other,Female,45-49,3446
OR,3831074,Other,Female,45-49,4672
PA,12702379,Other,Female,45-49,8585
RI,1052567,Other,Female,45-49,2152
SC,4625364,Other,Female,45-49,2023
SD,814180,Other,Female,45-49,168
TN,6346105,Other,Female,45-49,2391
TX,25145561,Other,Female,45-49,74086
UT,2763885,Other,Female,45-49,4062
VT,625741,Other,Female,45-49,51
VA,8001024,Other,Female,45-49,6666
WA,6724540,Other,Female,45-49,7979
WV,1852994,Other,Female,45-49,120
WI,5686986,Other,Female,45-49,2886
WY,563626,Other,Female,45-49,404
PR,3725789,Other,Female,45-49,10245
AL,4779736,Other,Female,50-54,1023
AK,710231,Other,Female,50-54,311
AZ,6392017,Other,Female,50-54,16763
AR,2915918,Other,Female,50-54,1442
CA,37253956,Other,Female,50-54,150591
CO,5029196,Other,Female,50-54,8133
CT,3574097,Other,Female,50-54,4605
DE,897934,Other,Female,50-54,435
DC,601723,Other,Female,50-54,567
FL,18801310,Other,Female,50-54,16239
GA,9687653,Other,Female,50-54,5008
HI,1360301,Other,Female,50-54,409
ID,1567582,Other,Female,50-54,1467
IL,12830632,Other,Female,50-54,17820
IN,6483802,Other,Female,50-54,2711
IA,3046355,Other,Female,50-54,907
KS,2853118,Other,Female,50-54,2108
KY,4339367,Other,Female,50-54,562
LA,4533372,Other,Female,50-54,1212
ME,1328361,Other,Female,50-54,93
MD,5773552,Other,Female,50-54,3836
MA,6547629,Other,Female,50-54,7898
MI,9883640,Other,Female,50-54,3058
MN,5303925,Other,Female,50-54,1532
MS,2967297,Other,Female,50-54,458
MO,5988927,Other,Female,50-54,1355
MT,989415,Other,Female,50-54,176
NE,1826341,Other,Female,50-54,1220
NV,2700551,Other,Female,50-54,6546
NH,1316470,Other,Female,50-54,271
NJ,8791894,Other,Female,50-54,14562
NM,2059179,Other,Female,50-54,9610
NY,19378102,Other,Female,50-54,40385
NC,9535483,Other,Female,50-54,4994
ND,672591,Other,Female,50-54,61
OH,11536504,Other,Female,50-54,2412
OK,3751351,Other,Female,50-54,2529
OR,3831074,Other,Female,50-54,3328
PA,12702379,Other,Female,50-54,6345
RI,1052567,Other,Female,50-54,1651
SC,4625364,Other,Female,50-54,1281
SD,814180,Other,Female,50-54,121
TN,6346105,Other,Female,50-54,1637
TX,25145561,Other,Female,50-54,57317
UT,2763885,Other,Female,50-54,2961
VT,625741,Other,Female,50-54,40
VA,8001024,Other,Female,50-54,4671
WA,6724540,Other,Female,50-54,5835
WV,1852994,Other,Female,50-54,92
WI,5686986,Other,Female,50-54,2140
WY,563626,Other,Female,50-54,442
PR,3725789,Other,Female,50-54,9232
AL,4779736,Other,Female,55-59,582
AK,710231,Other,Female,55-59,251
AZ,6392017,Other,Female,55-59,11933
AR,2915918,Other,Female,55-59,915
CA,37253956,Other,Female,55-59,107374
CO,5029196,Other,Female,55-59,5812
CT,3574097,Other,Female,55-59,3025
DE,897934,Other,Female,55-59,294
DC,601723,Other,Female,55-59,416
FL,18801310,Other,Female,55-59,11587
GA,9687653,Other,Female,55-59,3000
HI,1360301,Other,Female,55-59,330
ID,1567582,Other,Female,55-59,986
IL,12830632,Other,Female,55-59,12876
IN,6483802,Other,Female,55-59,1759
IA,3046355,Other,Female,55-59,558
KS,2853118,Other,Female,55-59,1335
KY,4339367,Other,Female,55-59,318
LA,4533372,Other,Female,55-59,922
ME,1328361,Other,Female,55-59,67
MD,5773552,Other,Female,55-59,2431
MA,6547629,Other,Female,55-59,5485
MI,9883640,Other,Female,55-59,2195
MN,5303925,Other,Female,55-59,968
MS,2967297,Other,Female,55-59,272
MO,5988927,Other,Female,55-59,855
MT,989415,Other,Female,55-59,122
NE,1826341,Other,Female,55-59,870
NV,2700551,Other,Female,55-59,4498
NH,1316470,Other,Female,55-59,165
NJ,8791894,Other,Female,55-59,10293
NM,2059179,Other,Female,55-59,7304
NY,19378102,Other,Female,55-59,30915
NC,9535483,Other,Female,55-59,2919
ND,672591,Other,Female,55-59,45
OH,11536504,Other,Female,55-59,1703
OK,3751351,Other,Female,55-59,1603
OR,3831074,Other,Female,55-59,2172
PA,12702379,Other,Female,55-59,4250
RI,1052567,Other,Female,55-59,1144
SC,4625364,Other,Female,55-59,790
SD,814180,Other,Female,55-59,68
TN,6346105,Other,Female,55-59,1029
TX,25145561,Other,Female,55-59,40603
UT,2763885,Other,Female,55-59,1924
VT,625741,Other,Female,55-59,31
VA,8001024,Other,Female,55-59,2978
WA,6724540,Other,Female,55-59,3895
WV,1852994,Other,Female,55-59,77
WI,5686986,Other,Female,55-59,1363
WY,563626,Other,Female,55-59,273
PR,3725789,Other,Female,55-59,8190
AL,4779736,Other,Female,60-61,167
AK,710231,Other,Female,60-61,58
AZ,6392017,Other,Female,60-61,3543
AR,2915918,Other,Female,60-61,274
CA,37253956,Other,Female,60-61,33218
CO,5029196,Other,Female,60-61,1912
CT,3574097,Other,Female,60-61,988
DE,897934,Other,Female,60-61,92
DC,601723,Other,Female,60-61,130
FL,18801310,Other,Female,60-61,3688
GA,9687653,Other,Female,60-61,821
HI,1360301,Other,Female,60-61,99
ID,1567582,Other,Female,60-61,324
IL,12830632,Other,Female,60-61,3879
IN,6483802,Other,Female,60-61,528
IA,3046355,Other,Female,60-61,182
KS,2853118,Other,Female,60-61,421
KY,4339367,Other,Female,60-61,102
LA,4533372,Other,Female,60-61,286
ME,1328361,Other,Female,60-61,22
MD,5773552,Other,Female,60-61,772
MA,6547629,Other,Female,60-61,1791
MI,9883640,Other,Female,60-61,675
MN,5303925,Other,Female,60-61,293
MS,2967297,Other,Female,60-61,57
MO,5988927,Other,Female,60-61,256
MT,989415,Other,Female,60-61,46
NE,1826341,Other,Female,60-61,254
NV,2700551,Other,Female,60-61,1381
NH,1316470,Other,Female,60-61,46
NJ,8791894,Other,Female,60-61,3232
NM,2059179,Other,Female,60-61,2391
NY,19378102,Other,Female,60-61,10411
NC,9535483,Other,Female,60-61,809
ND,672591,Other,Female,60-61,14
OH,11536504,Other,Female,60-61,536
OK,3751351,Other,Female,60-61,496
OR,3831074,Other,Female,60-61,607
PA,12702379,Other,Female,60-61,1372
RI,1052567,Other,Female,60-61,341
SC,4625364,Other,Female,60-61,235
SD,814180,Other,Female,60-61,15
TN,6346105,Other,Female,60-61,308
TX,25145561,Other,Female,60-61,12662
UT,2763885,Other,Female,60-61,552
VT,625741,Other,Female,60-61,14
VA,8001024,Other,Female,60-61,818
WA,6724540,Other,Female,60-61,1149
WV,1852994,Other,Female,60-61,19
WI,5686986,Other,Female,60-61,407
WY,563626,Other,Female,60-61,89
PR,3725789,Other,Female,60-61,2992
AL,4779736,Other,Female,62-64,191
AK,710231,Other,Female,62-64,80
AZ,6392017,Other,Female,62-64,4465
AR,2915918,Other,Female,62-64,312
CA,37253956,Other,Female,62-64,40239
CO,5029196,Other,Female,62-64,2310
CT,3574097,Other,Female,62-64,1278
DE,897934,Other,Female,62-64,116
DC,601723,Other,Female,62-64,158
FL,18801310,Other,Female,62-64,4530
GA,9687653,Other,Female,62-64,1099
HI,1360301,Other,Female,62-64,136
ID,1567582,Other,Female,62-64,344
IL,12830632,Other,Female,62-64,4901
IN,6483802,Other,Female,62-64,608
IA,3046355,Other,Female,62-64,203
KS,2853118,Other,Female,62-64,457
KY,4339367,Other,Female,62-64,128
LA,4533372,Other,Female,62-64,343
ME,1328361,Other,Female,62-64,19
MD,5773552,Other,Female,62-64,899
MA,6547629,Other,Female,62-64,2198
MI,9883640,Other,Female,62-64,844
MN,5303925,Other,Female,62-64,300
MS,2967297,Other,Female,62-64,87
MO,5988927,Other,Female,62-64,307
MT,989415,Other,Female,62-64,43
NE,1826341,Other,Female,62-64,307
NV,2700551,Other,Female,62-64,1548
NH,1316470,Other,Female,62-64,68
NJ,8791894,Other,Female,62-64,4124
NM,2059179,Other,Female,62-64,3023
NY,19378102,Other,Female,62-64,13132
NC,9535483,Other,Female,62-64,943
ND,672591,Other,Female,62-64,16
OH,11536504,Other,Female,62-64,650
OK,3751351,Other,Female,62-64,573
OR,3831074,Other,Female,62-64,789
PA,12702379,Other,Female,62-64,1836
RI,1052567,Other,Female,62-64,439
SC,4625364,Other,Female,62-64,292
SD,814180,Other,Female,62-64,23
TN,6346105,Other,Female,62-64,337
TX,25145561,Other,Female,62-64,15760
UT,2763885,Other,Female,62-64,686
VT,625741,Other,Female,62-64,15
VA,8001024,Other,Female,62-64,971
WA,6724540,Other,Female,62-64,1410
WV,1852994,Other,Female,62-64,21
WI,5686986,Other,Female,62-64,478
WY,563626,Other,Female,62-64,93
PR,3725789,Other,Female,62-64,4239
AL,4779736,Other,Female,65-66,103
AK,710231,Other,Female,65-66,35
AZ,6392017,Other,Female,65-66,2560
AR,2915918,Other,Female,65-66,154
CA,37253956,Other,Female,65-66,21867
CO,5029196,Other,Female,65-66,1174
CT,3574097,Other,Female,65-66,655
DE,897934,Other,Female,65-66,59
DC,601723,Other,Female,65-66,79
FL,18801310,Other,Female,65-66,2420
GA,9687653,Other,Female,65-66,488
HI,1360301,Other,Female,65-66,64
ID,1567582,Other,Female,65-66,160
IL,12830632,Other,Female,65-66,2622
IN,6483802,Other,Female,65-66,308
IA,3046355,Other,Female,65-66,105
KS,2853118,Other,Female,65-66,268
KY,4339367,Other,Female,65-66,61
LA,4533372,Other,Female,65-66,191
ME,1328361,Other,Female,65-66,9
MD,5773552,Other,Female,65-66,458
MA,6547629,Other,Female,65-66,1133
MI,9883640,Other,Female,65-66,431
MN,5303925,Other,Female,65-66,173
MS,2967297,Other,Female,65-66,44
MO,5988927,Other,Female,65-66,147
MT,989415,Other,Female,65-66,15
NE,1826341,Other,Female,65-66,155
NV,2700551,Other,Female,65-66,886
NH,1316470,Other,Female,65-66,34
NJ,8791894,Other,Female,65-66,2169
NM,2059179,Other,Female,65-66,1609
NY,19378102,Other,Female,65-66,6805
NC,9535483,Other,Female,65-66,475
ND,672591,Other,Female,65-66,6
OH,11536504,Other,Female,65-66,351
OK,3751351,Other,Female,65-66,305
OR,3831074,Other,Female,65-66,425
PA,12702379,Other,Female,65-66,922
RI,1052567,Other,Female,65-66,228
SC,4625364,Other,Female,65-66,155
SD,814180,Other,Female,65-66,16
TN,6346105,Other,Female,65-66,177
TX,25145561,Other,Female,65-66,8431
UT,2763885,Other,Female,65-66,346
VT,625741,Other,Female,65-66,7
VA,8001024,Other,Female,65-66,519
WA,6724540,Other,Female,65-66,771
WV,1852994,Other,Female,65-66,13
WI,5686986,Other,Female,65-66,275
WY,563626,Other,Female,65-66,48
PR,3725789,Other,Female,65-66,2336
AL,4779736,Other,Female,67-69,102
AK,710231,Other,Female,67-69,39
AZ,6392017,Other,Female,67-69,2882
AR,2915918,Other,Female,67-69,187
CA,37253956,Other,Female,67-69,26743
CO,5029196,Other,Female,67-69,1362
CT,3574097,Other,Female,67-69,824
DE,897934,Other,Female,67-69,70
DC,601723,Other,Female,67-69,107
FL,18801310,Other,Female,67-69,3124
GA,9687653,Other,Female,67-69,592
HI,1360301,Other,Female,67-69,81
ID,1567582,Other,Female,67-69,234
IL,12830632,Other,Female,67-69,3003
IN,6483802,Other,Female,67-69,359
IA,3046355,Other,Female,67-69,103
KS,2853118,Other,Female,67-69,291
KY,4339367,Other,Female,67-69,68
LA,4533372,Other,Female,67-69,225
ME,1328361,Other,Female,67-69,15
MD,5773552,Other,Female,67-69,540
MA,6547629,Other,Female,67-69,1371
MI,9883640,Other,Female,67-69,462
MN,5303925,Other,Female,67-69,199
MS,2967297,Other,Female,67-69,54
MO,5988927,Other,Female,67-69,186
MT,989415,Other,Female,67-69,26
NE,1826341,Other,Female,67-69,176
NV,2700551,Other,Female,67-69,1039
NH,1316470,Other,Female,67-69,53
NJ,8791894,Other,Female,67-69,2732
NM,2059179,Other,Female,67-69,2038
NY,19378102,Other,Female,67-69,9158
NC,9535483,Other,Female,67-69,610
ND,672591,Other,Female,67-69,6
OH,11536504,Other,Female,67-69,374
OK,3751351,Other,Female,67-69,350
OR,3831074,Other,Female,67-69,452
PA,12702379,Other,Female,67-69,1041
RI,1052567,Other,Female,67-69,305
SC,4625364,Other,Female,67-69,177
SD,814180,Other,Female,67-69,14
TN,6346105,Other,Female,67-69,205
TX,25145561,Other,Female,67-69,10147
UT,2763885,Other,Female,67-69,396
VT,625741,Other,Female,67-69,8
VA,8001024,Other,Female,67-69,565
WA,6724540,Other,Female,67-69,872
WV,1852994,Other,Female,67-69,11
WI,5686986,Other,Female,67-69,317
WY,563626,Other,Female,67-69,58
PR,3725789,Other,Female,67-69,2984
AL,4779736,Other,Female,70-74,142
AK,710231,Other,Female,70-74,46
AZ,6392017,Other,Female,70-74,3742
AR,2915918,Other,Female,70-74,195
CA,37253956,Other,Female,70-74,34192
CO,5029196,Other,Female,70-74,1720
CT,3574097,Other,Female,70-74,957
DE,897934,Other,Female,70-74,84
DC,601723,Other,Female,70-74,135
FL,18801310,Other,Female,70-74,4047
GA,9687653,Other,Female,70-74,716
HI,1360301,Other,Female,70-74,100
ID,1567582,Other,Female,70-74,265
IL,12830632,Other,Female,70-74,3734
IN,6483802,Other,Female,70-74,433
IA,3046355,Other,Female,70-74,152
KS,2853118,Other,Female,70-74,376
KY,4339367,Other,Female,70-74,92
LA,4533372,Other,Female,70-74,293
ME,1328361,Other,Female,70-74,13
MD,5773552,Other,Female,70-74,630
MA,6547629,Other,Female,70-74,1882
MI,9883640,Other,Female,70-74,593
MN,5303925,Other,Female,70-74,221
MS,2967297,Other,Female,70-74,58
MO,5988927,Other,Female,70-74,230
MT,989415,Other,Female,70-74,36
NE,1826341,Other,Female,70-74,188
NV,2700551,Other,Female,70-74,1219
NH,1316470,Other,Female,70-74,41
NJ,8791894,Other,Female,70-74,3355
NM,2059179,Other,Female,70-74,2703
NY,19378102,Other,Female,70-74,11844
NC,9535483,Other,Female,70-74,720
ND,672591,Other,Female,70-74,16
OH,11536504,Other,Female,70-74,500
OK,3751351,Other,Female,70-74,417
OR,3831074,Other,Female,70-74,534
PA,12702379,Other,Female,70-74,1358
RI,1052567,Other,Female,70-74,400
SC,4625364,Other,Female,70-74,164
SD,814180,Other,Female,70-74,22
TN,6346105,Other,Female,70-74,213
TX,25145561,Other,Female,70-74,12968
UT,2763885,Other,Female,70-74,495
VT,625741,Other,Female,70-74,4
VA,8001024,Other,Female,70-74,643
WA,6724540,Other,Female,70-74,1067
WV,1852994,Other,Female,70-74,19
WI,5686986,Other,Female,70-74,351
WY,563626,Other,Female,70-74,99
PR,3725789,Other,Female,70-74,3925
AL,4779736,Other,Female,75-79,102
AK,710231,Other,Female,75-79,28
AZ,6392017,Other,Female,75-79,2590
AR,2915918,Other,Female,75-79,105
CA,37253956,Other,Female,75-79,24782
CO,5029196,Other,Female,75-79,1297
CT,3574097,Other,Female,75-79,592
DE,897934,Other,Female,75-79,54
DC,601723,Other,Female,75-79,75
FL,18801310,Other,Female,75-79,2843
GA,9687653,Other,Female,75-79,436
HI,1360301,Other,Female,75-79,86
ID,1567582,Other,Female,75-79,178
IL,12830632,Other,Female,75-79,2640
IN,6483802,Other,Female,75-79,304
IA,3046355,Other,Female,75-79,79
KS,2853118,Other,Female,75-79,293
KY,4339367,Other,Female,75-79,57
LA,4533372,Other,Female,75-79,215
ME,1328361,Other,Female,75-79,13
MD,5773552,Other,Female,75-79,448
MA,6547629,Other,Female,75-79,1333
MI,9883640,Other,Female,75-79,466
MN,5303925,Other,Female,75-79,145
MS,2967297,Other,Female,75-79,51
MO,5988927,Other,Female,75-79,164
MT,989415,Other,Female,75-79,34
NE,1826341,Other,Female,75-79,164
NV,2700551,Other,Female,75-79,692
NH,1316470,Other,Female,75-79,36
NJ,8791894,Other,Female,75-79,2246
NM,2059179,Other,Female,75-79,2143
NY,19378102,Other,Female,75-79,8163
NC,9535483,Other,Female,75-79,413
ND,672591,Other,Female,75-79,10
OH,11536504,Other,Female,75-79,335
OK,3751351,Other,Female,75-79,300
OR,3831074,Other,Female,75-79,344
PA,12702379,Other,Female,75-79,858
RI,1052567,Other,Female,75-79,304
SC,4625364,Other,Female,75-79,117
SD,814180,Other,Female,75-79,12
TN,6346105,Other,Female,75-79,139
TX,25145561,Other,Female,75-79,9105
UT,2763885,Other,Female,75-79,304
VT,625741,Other,Female,75-79,7
VA,8001024,Other,Female,75-79,459
WA,6724540,Other,Female,75-79,699
WV,1852994,Other,Female,75-79,11
WI,5686986,Other,Female,75-79,237
WY,563626,Other,Female,75-79,71
PR,3725789,Other,Female,75-79,2961
AL,4779736,Other,Female,80-84,59
AK,710231,Other,Female,80-84,17
AZ,6392017,Other,Female,80-84,1739
AR,2915918,Other,Female,80-84,57
CA,37253956,Other,Female,80-84,17248
CO,5029196,Other,Female,80-84,889
CT,3574097,Other,Female,80-84,405
DE,897934,Other,Female,80-84,38
DC,601723,Other,Female,80-84,56
FL,18801310,Other,Female,80-84,1795
GA,9687653,Other,Female,80-84,244
HI,1360301,Other,Female,80-84,75
ID,1567582,Other,Female,80-84,103
IL,12830632,Other,Female,80-84,1513
IN,6483802,Other,Female,80-84,238
IA,3046355,Other,Female,80-84,55
KS,2853118,Other,Female,80-84,214
KY,4339367,Other,Female,80-84,47
LA,4533372,Other,Female,80-84,158
ME,1328361,Other,Female,80-84,10
MD,5773552,Other,Female,80-84,258
MA,6547629,Other,Female,80-84,827
MI,9883640,Other,Female,80-84,357
MN,5303925,Other,Female,80-84,88
MS,2967297,Other,Female,80-84,23
MO,5988927,Other,Female,80-84,107
MT,989415,Other,Female,80-84,17
NE,1826341,Other,Female,80-84,87
NV,2700551,Other,Female,80-84,418
NH,1316470,Other,Female,80-84,17
NJ,8791894,Other,Female,80-84,1338
NM,2059179,Other,Female,80-84,1475
NY,19378102,Other,Female,80-84,5475
NC,9535483,Other,Female,80-84,227
ND,672591,Other,Female,80-84,2
OH,11536504,Other,Female,80-84,232
OK,3751351,Other,Female,80-84,163
OR,3831074,Other,Female,80-84,212
PA,12702379,Other,Female,80-84,509
RI,1052567,Other,Female,80-84,202
SC,4625364,Other,Female,80-84,65
SD,814180,Other,Female,80-84,8
TN,6346105,Other,Female,80-84,74
TX,25145561,Other,Female,80-84,6169
UT,2763885,Other,Female,80-84,221
VT,625741,Other,Female,80-84,2
VA,8001024,Other,Female,80-84,255
WA,6724540,Other,Female,80-84,456
WV,1852994,Other,Female,80-84,6
WI,5686986,Other,Female,80-84,176
WY,563626,Other,Female,80-84,50
PR,3725789,Other,Female,80-84,2039
AL,4779736,Mixed,Male,0-4,5932
AK,710231,Mixed,Male,0-4,4574
AZ,6392017,Mixed,Male,0-4,17981
AR,2915918,Mixed,Male,0-4,4844
CA,37253956,Mixed,Male,0-4,126848
CO,5029196,Mixed,Male,0-4,13744
CT,3574097,Mixed,Male,0-4,7344
DE,897934,Mixed,Male,0-4,2184
DC,601723,Mixed,Male,0-4,980
FL,18801310,Mixed,Male,0-4,33544
GA,9687653,Mixed,Male,0-4,17991
HI,1360301,Mixed,Male,0-4,19470
ID,1567582,Mixed,Male,0-4,3138
IL,12830632,Mixed,Male,0-4,23920
IN,6483802,Mixed,Male,0-4,12466
IA,3046355,Mixed,Male,0-4,5582
KS,2853118,Mixed,Male,0-4,8196
KY,4339367,Mixed,Male,0-4,7658
LA,4533372,Mixed,Male,0-4,6444
ME,1328361,Mixed,Male,0-4,1587
MD,5773552,Mixed,Male,0-4,13594
MA,6547629,Mixed,Male,0-4,12553
MI,9883640,Mixed,Male,0-4,20101
MN,5303925,Mixed,Male,0-4,12717
MS,2967297,Mixed,Male,0-4,3205
MO,5988927,Mixed,Male,0-4,11367
MT,989415,Mixed,Male,0-4,1921
NE,1826341,Mixed,Male,0-4,4152
NV,2700551,Mixed,Male,0-4,10308
NH,1316470,Mixed,Male,0-4,1677
NJ,8791894,Mixed,Male,0-4,16850
NM,2059179,Mixed,Male,0-4,5394
NY,19378102,Mixed,Male,0-4,37215
NC,9535483,Mixed,Male,0-4,19394
ND,672591,Mixed,Male,0-4,1243
OH,11536504,Mixed,Male,0-4,22841
OK,3751351,Mixed,Male,0-4,17083
OR,3831074,Mixed,Male,0-4,10545
PA,12702379,Mixed,Male,0-4,21619
RI,1052567,Mixed,Male,0-4,2608
SC,4625364,Mixed,Male,0-4,7922
SD,814180,Mixed,Male,0-4,1814
TN,6346105,Mixed,Male,0-4,10258
TX,25145561,Mixed,Male,0-4,52618
UT,2763885,Mixed,Male,0-4,7433
VT,625741,Mixed,Male,0-4,737
VA,8001024,Mixed,Male,0-4,19853
WA,6724540,Mixed,Male,0-4,25499
WV,1852994,Mixed,Male,0-4,2504
WI,5686986,Mixed,Male,0-4,10311
WY,563626,Mixed,Male,0-4,1041
PR,3725789,Mixed,Male,0-4,3732
AL,4779736,Mixed,Male,5-9,4693
AK,710231,Mixed,Male,5-9,3780
AZ,6392017,Mixed,Male,5-9,15223
AR,2915918,Mixed,Male,5-9,3944
CA,37253956,Mixed,Male,5-9,109438
CO,5029196,Mixed,Male,5-9,12008
CT,3574097,Mixed,Male,5-9,6277
DE,897934,Mixed,Male,5-9,1843
DC,601723,Mixed,Male,5-9,592
FL,18801310,Mixed,Male,5-9,27521
GA,9687653,Mixed,Male,5-9,14606
HI,1360301,Mixed,Male,5-9,18058
ID,1567582,Mixed,Male,5-9,2745
IL,12830632,Mixed,Male,5-9,20632
IN,6483802,Mixed,Male,5-9,10476
IA,3046355,Mixed,Male,5-9,4543
KS,2853118,Mixed,Male,5-9,6699
KY,4339367,Mixed,Male,5-9,6037
LA,4533372,Mixed,Male,5-9,4839
