state,state population,ethnicity,gender,age group,group population
ME,1328361,Mixed,Male,5-9,1365
MD,5773552,Mixed,Male,5-9,11289
MA,6547629,Mixed,Male,5-9,10580
MI,9883640,Mixed,Male,5-9,17129
MN,5303925,Mixed,Male,5-9,10367
MS,2967297,Mixed,Male,5-9,2490
MO,5988927,Mixed,Male,5-9,8969
MT,989415,Mixed,Male,5-9,1643
NE,1826341,Mixed,Male,5-9,3285
NV,2700551,Mixed,Male,5-9,8511
NH,1316470,Mixed,Male,5-9,1496
NJ,8791894,Mixed,Male,5-9,14336
NM,2059179,Mixed,Male,5-9,4592
NY,19378102,Mixed,Male,5-9,30400
NC,9535483,Mixed,Male,5-9,15989
ND,672591,Mixed,Male,5-9,865
OH,11536504,Mixed,Male,5-9,18807
OK,3751351,Mixed,Male,5-9,14162
OR,3831074,Mixed,Male,5-9,9363
PA,12702379,Mixed,Male,5-9,17215
RI,1052567,Mixed,Male,5-9,2235
SC,4625364,Mixed,Male,5-9,5897
SD,814180,Mixed,Male,5-9,1358
TN,6346105,Mixed,Male,5-9,8233
TX,25145561,Mixed,Male,5-9,44264
UT,2763885,Mixed,Male,5-9,6228
VT,625741,Mixed,Male,5-9,657
VA,8001024,Mixed,Male,5-9,16679
WA,6724540,Mixed,Male,5-9,21803
WV,1852994,Mixed,Male,5-9,1986
WI,5686986,Mixed,Male,5-9,8511
WY,563626,Mixed,Male,5-9,857
PR,3725789,Mixed,Male,5-9,4106
AL,4779736,Mixed,Male,10-14,3987
AK,710231,Mixed,Male,10-14,3291
AZ,6392017,Mixed,Male,10-14,13563
AR,2915918,Mixed,Male,10-14,3323
CA,37253956,Mixed,Male,10-14,102786
CO,5029196,Mixed,Male,10-14,10480
CT,3574097,Mixed,Male,10-14,5579
DE,897934,Mixed,Male,10-14,1445
DC,601723,Mixed,Male,10-14,429
FL,18801310,Mixed,Male,10-14,24957
GA,9687653,Mixed,Male,10-14,12300
HI,1360301,Mixed,Male,10-14,16548
ID,1567582,Mixed,Male,10-14,2489
IL,12830632,Mixed,Male,10-14,17776
IN,6483802,Mixed,Male,10-14,8884
IA,3046355,Mixed,Male,10-14,3873
KS,2853118,Mixed,Male,10-14,5850
KY,4339367,Mixed,Male,10-14,4913
LA,4533372,Mixed,Male,10-14,3800
ME,1328361,Mixed,Male,10-14,1206
MD,5773552,Mixed,Male,10-14,9541
MA,6547629,Mixed,Male,10-14,9036
MI,9883640,Mixed,Male,10-14,15325
MN,5303925,Mixed,Male,10-14,8301
MS,2967297,Mixed,Male,10-14,1975
MO,5988927,Mixed,Male,10-14,7656
MT,989415,Mixed,Male,10-14,1462
NE,1826341,Mixed,Male,10-14,2627
NV,2700551,Mixed,Male,10-14,7505
NH,1316470,Mixed,Male,10-14,1338
NJ,8791894,Mixed,Male,10-14,12553
NM,2059179,Mixed,Male,10-14,4152
NY,19378102,Mixed,Male,10-14,27330
NC,9535483,Mixed,Male,10-14,12902
ND,672591,Mixed,Male,10-14,704
OH,11536504,Mixed,Male,10-14,16339
OK,3751351,Mixed,Male,10-14,12544
OR,3831074,Mixed,Male,10-14,8834
PA,12702379,Mixed,Male,10-14,14733
RI,1052567,Mixed,Male,10-14,1914
SC,4625364,Mixed,Male,10-14,4758
SD,814180,Mixed,Male,10-14,1066
TN,6346105,Mixed,Male,10-14,6538
TX,25145561,Mixed,Male,10-14,38044
UT,2763885,Mixed,Male,10-14,5485
VT,625741,Mixed,Male,10-14,564
VA,8001024,Mixed,Male,10-14,14203
WA,6724540,Mixed,Male,10-14,19914
WV,1852994,Mixed,Male,10-14,1677
WI,5686986,Mixed,Male,10-14,7114
WY,563626,Mixed,Male,10-14,764
PR,3725789,Mixed,Male,10-14,4689
AL,4779736,Mixed,Male,15-17,2043
AK,710231,Mixed,Male,15-17,1861
AZ,6392017,Mixed,Male,15-17,7221
AR,2915918,Mixed,Male,15-17,1658
CA,37253956,Mixed,Male,15-17,59869
CO,5029196,Mixed,Male,15-17,5568
CT,3574097,Mixed,Male,15-17,2920
DE,897934,Mixed,Male,15-17,792
DC,601723,Mixed,Male,15-17,266
FL,18801310,Mixed,Male,15-17,13575
GA,9687653,Mixed,Male,15-17,6059
HI,1360301,Mixed,Male,15-17,10311
ID,1567582,Mixed,Male,15-17,1339
IL,12830632,Mixed,Male,15-17,9256
IN,6483802,Mixed,Male,15-17,4349
IA,3046355,Mixed,Male,15-17,1927
KS,2853118,Mixed,Male,15-17,3009
KY,4339367,Mixed,Male,15-17,2366
LA,4533372,Mixed,Male,15-17,1956
ME,1328361,Mixed,Male,15-17,654
MD,5773552,Mixed,Male,15-17,4996
MA,6547629,Mixed,Male,15-17,5127
MI,9883640,Mixed,Male,15-17,8036
MN,5303925,Mixed,Male,15-17,4441
MS,2967297,Mixed,Male,15-17,904
MO,5988927,Mixed,Male,15-17,3782
MT,989415,Mixed,Male,15-17,865
NE,1826341,Mixed,Male,15-17,1314
NV,2700551,Mixed,Male,15-17,4027
NH,1316470,Mixed,Male,15-17,693
NJ,8791894,Mixed,Male,15-17,6989
NM,2059179,Mixed,Male,15-17,2360
NY,19378102,Mixed,Male,15-17,15666
NC,9535483,Mixed,Male,15-17,6318
ND,672591,Mixed,Male,15-17,344
OH,11536504,Mixed,Male,15-17,8377
OK,3751351,Mixed,Male,15-17,6446
OR,3831074,Mixed,Male,15-17,4702
PA,12702379,Mixed,Male,15-17,7963
RI,1052567,Mixed,Male,15-17,1128
SC,4625364,Mixed,Male,15-17,2298
SD,814180,Mixed,Male,15-17,599
TN,6346105,Mixed,Male,15-17,3172
TX,25145561,Mixed,Male,15-17,19947
UT,2763885,Mixed,Male,15-17,2702
VT,625741,Mixed,Male,15-17,292
VA,8001024,Mixed,Male,15-17,7371
WA,6724540,Mixed,Male,15-17,10889
WV,1852994,Mixed,Male,15-17,856
WI,5686986,Mixed,Male,15-17,3483
WY,563626,Mixed,Male,15-17,379
PR,3725789,Mixed,Male,15-17,2859
AL,4779736,Mixed,Male,18-19,1215
AK,710231,Mixed,Male,18-19,1050
AZ,6392017,Mixed,Male,18-19,4578
AR,2915918,Mixed,Male,18-19,1003
CA,37253956,Mixed,Male,18-19,37420
CO,5029196,Mixed,Male,18-19,3456
CT,3574097,Mixed,Male,18-19,1791
DE,897934,Mixed,Male,18-19,480
DC,601723,Mixed,Male,18-19,314
FL,18801310,Mixed,Male,18-19,8631
GA,9687653,Mixed,Male,18-19,3805
HI,1360301,Mixed,Male,18-19,6013
ID,1567582,Mixed,Male,18-19,835
IL,12830632,Mixed,Male,18-19,5477
IN,6483802,Mixed,Male,18-19,2649
IA,3046355,Mixed,Male,18-19,1123
KS,2853118,Mixed,Male,18-19,1630
KY,4339367,Mixed,Male,18-19,1351
LA,4533372,Mixed,Male,18-19,1167
ME,1328361,Mixed,Male,18-19,414
MD,5773552,Mixed,Male,18-19,3005
MA,6547629,Mixed,Male,18-19,3740
MI,9883640,Mixed,Male,18-19,4798
MN,5303925,Mixed,Male,18-19,2527
MS,2967297,Mixed,Male,18-19,609
MO,5988927,Mixed,Male,18-19,2443
MT,989415,Mixed,Male,18-19,540
NE,1826341,Mixed,Male,18-19,718
NV,2700551,Mixed,Male,18-19,2279
NH,1316470,Mixed,Male,18-19,375
NJ,8791894,Mixed,Male,18-19,4221
NM,2059179,Mixed,Male,18-19,1541
NY,19378102,Mixed,Male,18-19,10736
NC,9535483,Mixed,Male,18-19,3745
ND,672591,Mixed,Male,18-19,246
OH,11536504,Mixed,Male,18-19,4523
OK,3751351,Mixed,Male,18-19,4064
OR,3831074,Mixed,Male,18-19,2970
PA,12702379,Mixed,Male,18-19,4960
RI,1052567,Mixed,Male,18-19,857
SC,4625364,Mixed,Male,18-19,1567
SD,814180,Mixed,Male,18-19,316
TN,6346105,Mixed,Male,18-19,1856
TX,25145561,Mixed,Male,18-19,12122
UT,2763885,Mixed,Male,18-19,1535
VT,625741,Mixed,Male,18-19,266
VA,8001024,Mixed,Male,18-19,4293
WA,6724540,Mixed,Male,18-19,6417
WV,1852994,Mixed,Male,18-19,539
WI,5686986,Mixed,Male,18-19,1989
WY,563626,Mixed,Male,18-19,235
PR,3725789,Mixed,Male,18-19,1975
AL,4779736,Mixed,Male,20,539
AK,710231,Mixed,Male,20,480
AZ,6392017,Mixed,Male,20,2053
AR,2915918,Mixed,Male,20,463
CA,37253956,Mixed,Male,20,17094
CO,5029196,Mixed,Male,20,1632
CT,3574097,Mixed,Male,20,824
DE,897934,Mixed,Male,20,199
DC,601723,Mixed,Male,20,166
FL,18801310,Mixed,Male,20,4115
GA,9687653,Mixed,Male,20,1720
HI,1360301,Mixed,Male,20,2764
ID,1567582,Mixed,Male,20,342
IL,12830632,Mixed,Male,20,2438
IN,6483802,Mixed,Male,20,1083
IA,3046355,Mixed,Male,20,465
KS,2853118,Mixed,Male,20,682
KY,4339367,Mixed,Male,20,569
LA,4533372,Mixed,Male,20,536
ME,1328361,Mixed,Male,20,173
MD,5773552,Mixed,Male,20,1343
MA,6547629,Mixed,Male,20,1809
MI,9883640,Mixed,Male,20,2223
MN,5303925,Mixed,Male,20,1095
MS,2967297,Mixed,Male,20,286
MO,5988927,Mixed,Male,20,1092
MT,989415,Mixed,Male,20,236
NE,1826341,Mixed,Male,20,343
NV,2700551,Mixed,Male,20,1061
NH,1316470,Mixed,Male,20,180
NJ,8791894,Mixed,Male,20,1952
NM,2059179,Mixed,Male,20,654
NY,19378102,Mixed,Male,20,5290
NC,9535483,Mixed,Male,20,1673
ND,672591,Mixed,Male,20,110
OH,11536504,Mixed,Male,20,2045
OK,3751351,Mixed,Male,20,1738
OR,3831074,Mixed,Male,20,1314
PA,12702379,Mixed,Male,20,2241
RI,1052567,Mixed,Male,20,405
SC,4625364,Mixed,Male,20,726
SD,814180,Mixed,Male,20,147
TN,6346105,Mixed,Male,20,819
TX,25145561,Mixed,Male,20,5624
UT,2763885,Mixed,Male,20,675
VT,625741,Mixed,Male,20,118
VA,8001024,Mixed,Male,20,2100
WA,6724540,Mixed,Male,20,2817
WV,1852994,Mixed,Male,20,241
WI,5686986,Mixed,Male,20,856
WY,563626,Mixed,Male,20,127
PR,3725789,Mixed,Male,20,938
AL,4779736,Mixed,Male,21,566
AK,710231,Mixed,Male,21,455
AZ,6392017,Mixed,Male,21,1863
AR,2915918,Mixed,Male,21,432
CA,37253956,Mixed,Male,21,15849
CO,5029196,Mixed,Male,21,1397
CT,3574097,Mixed,Male,21,756
DE,897934,Mixed,Male,21,177
DC,601723,Mixed,Male,21,177
FL,18801310,Mixed,Male,21,3685
GA,9687653,Mixed,Male,21,1661
HI,1360301,Mixed,Male,21,2684
ID,1567582,Mixed,Male,21,278
IL,12830632,Mixed,Male,21,2344
IN,6483802,Mixed,Male,21,999
IA,3046355,Mixed,Male,21,434
KS,2853118,Mixed,Male,21,668
KY,4339367,Mixed,Male,21,542
LA,4533372,Mixed,Male,21,542
ME,1328361,Mixed,Male,21,182
MD,5773552,Mixed,Male,21,1259
MA,6547629,Mixed,Male,21,1557
MI,9883640,Mixed,Male,21,1898
MN,5303925,Mixed,Male,21,943
MS,2967297,Mixed,Male,21,244
MO,5988927,Mixed,Male,21,953
MT,989415,Mixed,Male,21,235
NE,1826341,Mixed,Male,21,318
NV,2700551,Mixed,Male,21,920
NH,1316470,Mixed,Male,21,159
NJ,8791894,Mixed,Male,21,1853
NM,2059179,Mixed,Male,21,631
NY,19378102,Mixed,Male,21,4999
NC,9535483,Mixed,Male,21,1684
ND,672591,Mixed,Male,21,137
OH,11536504,Mixed,Male,21,1846
OK,3751351,Mixed,Male,21,1631
OR,3831074,Mixed,Male,21,1249
PA,12702379,Mixed,Male,21,2048
RI,1052567,Mixed,Male,21,338
SC,4625364,Mixed,Male,21,669
SD,814180,Mixed,Male,21,149
TN,6346105,Mixed,Male,21,784
TX,25145561,Mixed,Male,21,5176
UT,2763885,Mixed,Male,21,644
VT,625741,Mixed,Male,21,91
VA,8001024,Mixed,Male,21,1901
WA,6724540,Mixed,Male,21,2653
WV,1852994,Mixed,Male,21,204
WI,5686986,Mixed,Male,21,766
WY,563626,Mixed,Male,21,97
PR,3725789,Mixed,Male,21,904
AL,4779736,Mixed,Male,22-24,1380
AK,710231,Mixed,Male,22-24,1349
AZ,6392017,Mixed,Male,22-24,4935
AR,2915918,Mixed,Male,22-24,1110
CA,37253956,Mixed,Male,22-24,43550
CO,5029196,Mixed,Male,22-24,3978
CT,3574097,Mixed,Male,22-24,1991
DE,897934,Mixed,Male,22-24,423
DC,601723,Mixed,Male,22-24,477
FL,18801310,Mixed,Male,22-24,10143
GA,9687653,Mixed,Male,22-24,4524
HI,1360301,Mixed,Male,22-24,7802
ID,1567582,Mixed,Male,22-24,855
IL,12830632,Mixed,Male,22-24,6268
IN,6483802,Mixed,Male,22-24,2468
IA,3046355,Mixed,Male,22-24,1098
KS,2853118,Mixed,Male,22-24,1875
KY,4339367,Mixed,Male,22-24,1419
LA,4533372,Mixed,Male,22-24,1614
ME,1328361,Mixed,Male,22-24,466
MD,5773552,Mixed,Male,22-24,3623
MA,6547629,Mixed,Male,22-24,4107
MI,9883640,Mixed,Male,22-24,4711
MN,5303925,Mixed,Male,22-24,2633
MS,2967297,Mixed,Male,22-24,745
MO,5988927,Mixed,Male,22-24,2503
MT,989415,Mixed,Male,22-24,558
NE,1826341,Mixed,Male,22-24,854
NV,2700551,Mixed,Male,22-24,2846
NH,1316470,Mixed,Male,22-24,448
NJ,8791894,Mixed,Male,22-24,5165
NM,2059179,Mixed,Male,22-24,1785
NY,19378102,Mixed,Male,22-24,13657
NC,9535483,Mixed,Male,22-24,4311
ND,672591,Mixed,Male,22-24,327
OH,11536504,Mixed,Male,22-24,4598
OK,3751351,Mixed,Male,22-24,4720
OR,3831074,Mixed,Male,22-24,3212
PA,12702379,Mixed,Male,22-24,5083
RI,1052567,Mixed,Male,22-24,816
SC,4625364,Mixed,Male,22-24,1669
SD,814180,Mixed,Male,22-24,371
TN,6346105,Mixed,Male,22-24,2087
TX,25145561,Mixed,Male,22-24,14763
UT,2763885,Mixed,Male,22-24,1890
VT,625741,Mixed,Male,22-24,231
VA,8001024,Mixed,Male,22-24,5349
WA,6724540,Mixed,Male,22-24,7146
WV,1852994,Mixed,Male,22-24,484
WI,5686986,Mixed,Male,22-24,2172
WY,563626,Mixed,Male,22-24,294
PR,3725789,Mixed,Male,22-24,2554
AL,4779736,Mixed,Male,25-29,2123
AK,710231,Mixed,Male,25-29,1904
AZ,6392017,Mixed,Male,25-29,7505
AR,2915918,Mixed,Male,25-29,1654
CA,37253956,Mixed,Male,25-29,65523
CO,5029196,Mixed,Male,25-29,6163
CT,3574097,Mixed,Male,25-29,2999
DE,897934,Mixed,Male,25-29,666
DC,601723,Mixed,Male,25-29,956
FL,18801310,Mixed,Male,25-29,15750
GA,9687653,Mixed,Male,25-29,6947
HI,1360301,Mixed,Male,25-29,12508
ID,1567582,Mixed,Male,25-29,1291
IL,12830632,Mixed,Male,25-29,10049
IN,6483802,Mixed,Male,25-29,3478
IA,3046355,Mixed,Male,25-29,1471
KS,2853118,Mixed,Male,25-29,2631
KY,4339367,Mixed,Male,25-29,2077
LA,4533372,Mixed,Male,25-29,2507
ME,1328361,Mixed,Male,25-29,569
MD,5773552,Mixed,Male,25-29,5500
MA,6547629,Mixed,Male,25-29,6142
MI,9883640,Mixed,Male,25-29,6148
MN,5303925,Mixed,Male,25-29,3898
MS,2967297,Mixed,Male,25-29,1040
MO,5988927,Mixed,Male,25-29,3731
MT,989415,Mixed,Male,25-29,838
NE,1826341,Mixed,Male,25-29,1248
NV,2700551,Mixed,Male,25-29,4596
NH,1316470,Mixed,Male,25-29,573
NJ,8791894,Mixed,Male,25-29,8535
NM,2059179,Mixed,Male,25-29,2623
NY,19378102,Mixed,Male,25-29,21143
NC,9535483,Mixed,Male,25-29,6248
ND,672591,Mixed,Male,25-29,431
OH,11536504,Mixed,Male,25-29,6276
OK,3751351,Mixed,Male,25-29,7403
OR,3831074,Mixed,Male,25-29,5167
PA,12702379,Mixed,Male,25-29,7130
RI,1052567,Mixed,Male,25-29,1134
SC,4625364,Mixed,Male,25-29,2450
SD,814180,Mixed,Male,25-29,557
TN,6346105,Mixed,Male,25-29,3206
TX,25145561,Mixed,Male,25-29,24451
UT,2763885,Mixed,Male,25-29,2688
VT,625741,Mixed,Male,25-29,277
VA,8001024,Mixed,Male,25-29,7984
WA,6724540,Mixed,Male,25-29,11091
WV,1852994,Mixed,Male,25-29,741
WI,5686986,Mixed,Male,25-29,3233
WY,563626,Mixed,Male,25-29,412
PR,3725789,Mixed,Male,25-29,4098
AL,4779736,Mixed,Male,30-34,1844
AK,710231,Mixed,Male,30-34,1447
AZ,6392017,Mixed,Male,30-34,6559
AR,2915918,Mixed,Male,30-34,1379
CA,37253956,Mixed,Male,30-34,56527
CO,5029196,Mixed,Male,30-34,5350
CT,3574097,Mixed,Male,30-34,2663
DE,897934,Mixed,Male,30-34,626
DC,601723,Mixed,Male,30-34,823
FL,18801310,Mixed,Male,30-34,14286
GA,9687653,Mixed,Male,30-34,6274
HI,1360301,Mixed,Male,30-34,10766
ID,1567582,Mixed,Male,30-34,1125
IL,12830632,Mixed,Male,30-34,8906
IN,6483802,Mixed,Male,30-34,3046
IA,3046355,Mixed,Male,30-34,1341
KS,2853118,Mixed,Male,30-34,2190
KY,4339367,Mixed,Male,30-34,1745
LA,4533372,Mixed,Male,30-34,2027
ME,1328361,Mixed,Male,30-34,528
MD,5773552,Mixed,Male,30-34,4892
MA,6547629,Mixed,Male,30-34,5206
MI,9883640,Mixed,Male,30-34,5587
MN,5303925,Mixed,Male,30-34,3294
MS,2967297,Mixed,Male,30-34,930
MO,5988927,Mixed,Male,30-34,3142
MT,989415,Mixed,Male,30-34,661
NE,1826341,Mixed,Male,30-34,1068
NV,2700551,Mixed,Male,30-34,4038
NH,1316470,Mixed,Male,30-34,551
NJ,8791894,Mixed,Male,30-34,7892
NM,2059179,Mixed,Male,30-34,2219
NY,19378102,Mixed,Male,30-34,18804
NC,9535483,Mixed,Male,30-34,5894
ND,672591,Mixed,Male,30-34,350
OH,11536504,Mixed,Male,30-34,5585
OK,3751351,Mixed,Male,30-34,6171
OR,3831074,Mixed,Male,30-34,4552
PA,12702379,Mixed,Male,30-34,5900
RI,1052567,Mixed,Male,30-34,911
SC,4625364,Mixed,Male,30-34,2000
SD,814180,Mixed,Male,30-34,426
TN,6346105,Mixed,Male,30-34,2944
TX,25145561,Mixed,Male,30-34,22221
UT,2763885,Mixed,Male,30-34,2256
VT,625741,Mixed,Male,30-34,271
VA,8001024,Mixed,Male,30-34,6804
WA,6724540,Mixed,Male,30-34,9607
WV,1852994,Mixed,Male,30-34,617
WI,5686986,Mixed,Male,30-34,2755
WY,563626,Mixed,Male,30-34,358
PR,3725789,Mixed,Male,30-34,4290
AL,4779736,Mixed,Male,35-39,1639
AK,710231,Mixed,Male,35-39,1172
AZ,6392017,Mixed,Male,35-39,5693
AR,2915918,Mixed,Male,35-39,1345
CA,37253956,Mixed,Male,35-39,50635
CO,5029196,Mixed,Male,35-39,4695
CT,3574097,Mixed,Male,35-39,2342
DE,897934,Mixed,Male,35-39,512
DC,601723,Mixed,Male,35-39,599
FL,18801310,Mixed,Male,35-39,13461
GA,9687653,Mixed,Male,35-39,5748
HI,1360301,Mixed,Male,35-39,9545
ID,1567582,Mixed,Male,35-39,922
IL,12830632,Mixed,Male,35-39,8158
IN,6483802,Mixed,Male,35-39,2609
IA,3046355,Mixed,Male,35-39,1034
KS,2853118,Mixed,Male,35-39,1813
KY,4339367,Mixed,Male,35-39,1508
LA,4533372,Mixed,Male,35-39,1700
ME,1328361,Mixed,Male,35-39,507
MD,5773552,Mixed,Male,35-39,4194
MA,6547629,Mixed,Male,35-39,4512
MI,9883640,Mixed,Male,35-39,5026
MN,5303925,Mixed,Male,35-39,2752
MS,2967297,Mixed,Male,35-39,763
MO,5988927,Mixed,Male,35-39,2898
MT,989415,Mixed,Male,35-39,544
NE,1826341,Mixed,Male,35-39,874
NV,2700551,Mixed,Male,35-39,3526
NH,1316470,Mixed,Male,35-39,513
NJ,8791894,Mixed,Male,35-39,7554
NM,2059179,Mixed,Male,35-39,1901
NY,19378102,Mixed,Male,35-39,17410
NC,9535483,Mixed,Male,35-39,4962
ND,672591,Mixed,Male,35-39,254
OH,11536504,Mixed,Male,35-39,4863
OK,3751351,Mixed,Male,35-39,5386
OR,3831074,Mixed,Male,35-39,3942
PA,12702379,Mixed,Male,35-39,5312
RI,1052567,Mixed,Male,35-39,801
SC,4625364,Mixed,Male,35-39,1709
SD,814180,Mixed,Male,35-39,351
TN,6346105,Mixed,Male,35-39,2475
TX,25145561,Mixed,Male,35-39,20089
UT,2763885,Mixed,Male,35-39,1615
VT,625741,Mixed,Male,35-39,253
VA,8001024,Mixed,Male,35-39,5955
WA,6724540,Mixed,Male,35-39,7708
WV,1852994,Mixed,Male,35-39,521
WI,5686986,Mixed,Male,35-39,2145
WY,563626,Mixed,Male,35-39,291
PR,3725789,Mixed,Male,35-39,4079
AL,4779736,Mixed,Male,40-44,1632
AK,710231,Mixed,Male,40-44,1015
AZ,6392017,Mixed,Male,40-44,4739
AR,2915918,Mixed,Male,40-44,1263
CA,37253956,Mixed,Male,40-44,47722
CO,5029196,Mixed,Male,40-44,3875
CT,3574097,Mixed,Male,40-44,2278
DE,897934,Mixed,Male,40-44,472
DC,601723,Mixed,Male,40-44,474
FL,18801310,Mixed,Male,40-44,12245
GA,9687653,Mixed,Male,40-44,4863
HI,1360301,Mixed,Male,40-44,9102
ID,1567582,Mixed,Male,40-44,844
IL,12830632,Mixed,Male,40-44,6630
IN,6483802,Mixed,Male,40-44,2159
IA,3046355,Mixed,Male,40-44,890
KS,2853118,Mixed,Male,40-44,1544
KY,4339367,Mixed,Male,40-44,1274
LA,4533372,Mixed,Male,40-44,1551
ME,1328361,Mixed,Male,40-44,539
MD,5773552,Mixed,Male,40-44,3859
MA,6547629,Mixed,Male,40-44,4324
MI,9883640,Mixed,Male,40-44,4376
MN,5303925,Mixed,Male,40-44,2249
MS,2967297,Mixed,Male,40-44,652
MO,5988927,Mixed,Male,40-44,2345
MT,989415,Mixed,Male,40-44,497
NE,1826341,Mixed,Male,40-44,669
NV,2700551,Mixed,Male,40-44,3058
NH,1316470,Mixed,Male,40-44,484
NJ,8791894,Mixed,Male,40-44,6925
NM,2059179,Mixed,Male,40-44,1754
NY,19378102,Mixed,Male,40-44,16635
NC,9535483,Mixed,Male,40-44,4117
ND,672591,Mixed,Male,40-44,178
OH,11536504,Mixed,Male,40-44,4051
OK,3751351,Mixed,Male,40-44,4749
OR,3831074,Mixed,Male,40-44,3362
PA,12702379,Mixed,Male,40-44,4751
RI,1052567,Mixed,Male,40-44,776
SC,4625364,Mixed,Male,40-44,1527
SD,814180,Mixed,Male,40-44,286
TN,6346105,Mixed,Male,40-44,2193
TX,25145561,Mixed,Male,40-44,17515
UT,2763885,Mixed,Male,40-44,1277
VT,625741,Mixed,Male,40-44,247
VA,8001024,Mixed,Male,40-44,5077
WA,6724540,Mixed,Male,40-44,6585
WV,1852994,Mixed,Male,40-44,451
WI,5686986,Mixed,Male,40-44,1865
WY,563626,Mixed,Male,40-44,252
PR,3725789,Mixed,Male,40-44,4012
AL,4779736,Mixed,Male,45-49,1617
AK,710231,Mixed,Male,45-49,1026
AZ,6392017,Mixed,Male,45-49,4442
AR,2915918,Mixed,Male,45-49,1291
CA,37253956,Mixed,Male,45-49,44842
CO,5029196,Mixed,Male,45-49,3700
CT,3574097,Mixed,Male,45-49,2016
DE,897934,Mixed,Male,45-49,414
DC,601723,Mixed,Male,45-49,436
FL,18801310,Mixed,Male,45-49,12276
GA,9687653,Mixed,Male,45-49,4012
HI,1360301,Mixed,Male,45-49,8733
ID,1567582,Mixed,Male,45-49,749
IL,12830632,Mixed,Male,45-49,5892
IN,6483802,Mixed,Male,45-49,2065
IA,3046355,Mixed,Male,45-49,817
KS,2853118,Mixed,Male,45-49,1480
KY,4339367,Mixed,Male,45-49,1380
LA,4533372,Mixed,Male,45-49,1572
ME,1328361,Mixed,Male,45-49,502
MD,5773552,Mixed,Male,45-49,3526
MA,6547629,Mixed,Male,45-49,3996
MI,9883640,Mixed,Male,45-49,4225
MN,5303925,Mixed,Male,45-49,1964
MS,2967297,Mixed,Male,45-49,713
MO,5988927,Mixed,Male,45-49,2422
MT,989415,Mixed,Male,45-49,585
NE,1826341,Mixed,Male,45-49,628
NV,2700551,Mixed,Male,45-49,2686
NH,1316470,Mixed,Male,45-49,522
NJ,8791894,Mixed,Male,45-49,6720
NM,2059179,Mixed,Male,45-49,1944
NY,19378102,Mixed,Male,45-49,15814
NC,9535483,Mixed,Male,45-49,3731
ND,672591,Mixed,Male,45-49,199
OH,11536504,Mixed,Male,45-49,3916
OK,3751351,Mixed,Male,45-49,4933
OR,3831074,Mixed,Male,45-49,3024
PA,12702379,Mixed,Male,45-49,4389
RI,1052567,Mixed,Male,45-49,787
SC,4625364,Mixed,Male,45-49,1491
SD,814180,Mixed,Male,45-49,293
TN,6346105,Mixed,Male,45-49,2202
TX,25145561,Mixed,Male,45-49,16249
UT,2763885,Mixed,Male,45-49,1105
VT,625741,Mixed,Male,45-49,256
VA,8001024,Mixed,Male,45-49,4716
WA,6724540,Mixed,Male,45-49,5952
WV,1852994,Mixed,Male,45-49,476
